name,ptype,xtype,dim,mb,ml,mu,mcon,mlcon,mnlcon,m_ub,m_eq,m_linear_ub,m_linear_eq,m_nonlinear_ub,m_nonlinear_eq,f0,isfeasibility,isgrad,ishess,isjcub,isjceq,ishcub,ishceq,argins,dims,mbs,mls,mus,mcons,mlcons,mnlcons,m_ubs,m_eqs,m_linear_ubs,m_linear_eqs,m_nonlinear_ubs,m_nonlinear_eqs,f0s
OSCIGRNE,n,r,10,0,0,0,10,0,10,0,10,0,0,0,10,0,1,1,1,0,1,0,1,2    5   10   15   25  100,2    5   10   15   25  100,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,2    5   10   15   25  100,0  0  0  0  0  0,2    5   10   15   25  100,0  0  0  0  0  0,2    5   10   15   25  100,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,2    5   10   15   25  100,0  0  0  0  0  0
OSCIPANE,n,r,10,0,0,0,10,1,9,0,10,0,1,0,9,0,1,1,1,0,1,0,1,5   10   15   25  100  500,5   10   15   25  100  500,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,5   10   15   25  100  500,1  1  1  1  1  1,4    9   14   24   99  499,0  0  0  0  0  0,5   10   15   25  100  500,0  0  0  0  0  0,1  1  1  1  1  1,0  0  0  0  0  0,4    9   14   24   99  499,0  0  0  0  0  0
OSCIPATH,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2    5   10   25  100  500,2    5   10   25  100  500,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,1  1  1  1  1  1
OSLBQP,b,r,8,11,8,3,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER1,b,r,4,3,3,0,0,0,0,0,0,0,0,0,0,62650.11568,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER1A,b,r,6,2,2,0,0,0,0,0,0,0,0,0,0,48819.34234,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER1ANE,n,r,6,2,2,0,35,0,35,0,35,0,0,0,35,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
PALMER1B,b,r,4,2,2,0,0,0,0,0,0,0,0,0,0,84806.32377,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER1BNE,n,r,4,2,2,0,35,0,35,0,35,0,0,0,35,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
PALMER1C,u,r,8,0,0,0,0,0,0,0,0,0,0,0,0,345295024.5,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER1D,u,r,7,0,0,0,0,0,0,0,0,0,0,0,0,28726649.27,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER1E,b,r,8,1,1,0,0,0,0,0,0,0,0,0,0,2084353.073,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER1ENE,n,r,8,1,1,0,35,0,35,0,35,0,0,0,35,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
PALMER1NE,n,r,4,3,3,0,31,0,31,0,31,0,0,0,31,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
PALMER2,b,r,4,3,3,0,0,0,0,0,0,0,0,0,0,14338.07711,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER2A,b,r,6,2,2,0,0,0,0,0,0,0,0,0,0,3629.656206,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER2ANE,n,r,6,2,2,0,23,0,23,0,23,0,0,0,23,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
PALMER2B,b,r,4,2,2,0,0,0,0,0,0,0,0,0,0,10854.89051,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER2BNE,n,r,4,2,2,0,23,0,23,0,23,0,0,0,23,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
PALMER2C,u,r,8,0,0,0,0,0,0,0,0,0,0,0,0,26894034.33,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER2E,b,r,8,1,1,0,0,0,0,0,0,0,0,0,0,231576.3674,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER2ENE,n,r,8,1,1,0,23,0,23,0,23,0,0,0,23,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
PALMER3,b,r,4,3,3,0,0,0,0,0,0,0,0,0,0,14077.85233,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER3A,b,r,6,2,2,0,0,0,0,0,0,0,0,0,0,4065.986216,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER3ANE,n,r,6,2,2,0,23,0,23,0,23,0,0,0,23,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
PALMER3B,b,r,4,2,2,0,0,0,0,0,0,0,0,0,0,10768.76753,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER3BNE,n,r,4,2,2,0,23,0,23,0,23,0,0,0,23,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
PALMER3C,u,r,8,0,0,0,0,0,0,0,0,0,0,0,0,8121974.243,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER3E,b,r,8,1,1,0,0,0,0,0,0,0,0,0,0,88932.56811,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER3ENE,n,r,8,1,1,0,23,0,23,0,23,0,0,0,23,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
PALMER4,b,r,4,3,3,0,0,0,0,0,0,0,0,0,0,15441.1994,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER4A,b,r,6,2,2,0,0,0,0,0,0,0,0,0,0,4784.709271,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER4ANE,n,r,6,2,2,0,23,0,23,0,23,0,0,0,23,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
PALMER4B,b,r,4,2,2,0,0,0,0,0,0,0,0,0,0,11951.11206,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER4BNE,n,r,4,2,2,0,23,0,23,0,23,0,0,0,23,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
PALMER4C,u,r,8,0,0,0,0,0,0,0,0,0,0,0,0,8094445.853,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER4E,b,r,8,1,1,0,0,0,0,0,0,0,0,0,0,85934.27804,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER4ENE,n,r,8,1,1,0,23,0,23,0,23,0,0,0,23,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
PALMER5A,b,r,8,2,2,0,0,0,0,0,0,0,0,0,0,24896.10871,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER5ANE,n,r,8,2,2,0,12,0,12,0,12,0,0,0,12,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
PALMER5B,b,r,9,2,2,0,0,0,0,0,0,0,0,0,0,119801.0761,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER5BNE,n,r,9,2,2,0,12,0,12,0,12,0,0,0,12,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
PALMER5C,u,r,6,0,0,0,0,0,0,0,0,0,0,0,0,25494.98678,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER5E,b,r,8,1,1,0,0,0,0,0,0,0,0,0,0,3933.238199,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER5ENE,n,r,8,1,1,0,12,0,12,0,12,0,0,0,12,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
PALMER6A,b,r,6,2,2,0,0,0,0,0,0,0,0,0,0,3590.166221,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER6ANE,n,r,6,2,2,0,13,0,13,0,13,0,0,0,13,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
PALMER6C,u,r,8,0,0,0,0,0,0,0,0,0,0,0,0,772166.1147,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER6E,b,r,8,1,1,0,0,0,0,0,0,0,0,0,0,6452.460443,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER6ENE,n,r,8,1,1,0,13,0,13,0,13,0,0,0,13,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
PALMER7A,b,r,6,2,2,0,0,0,0,0,0,0,0,0,0,11473.22504,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER7ANE,n,r,6,2,2,0,13,0,13,0,13,0,0,0,13,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
PALMER7C,u,r,8,0,0,0,0,0,0,0,0,0,0,0,0,3205127.218,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER7E,b,r,8,1,1,0,0,0,0,0,0,0,0,0,0,17303.00318,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER7ENE,n,r,8,1,1,0,13,0,13,0,13,0,0,0,13,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
PALMER8A,b,r,6,2,2,0,0,0,0,0,0,0,0,0,0,10120.51431,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER8ANE,n,r,6,2,2,0,12,0,12,0,12,0,0,0,12,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
PALMER8C,u,r,8,0,0,0,0,0,0,0,0,0,0,0,0,850271.0404,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER8E,b,r,8,1,1,0,0,0,0,0,0,0,0,0,0,3640.031503,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PALMER8ENE,n,r,8,1,1,0,12,0,12,0,12,0,0,0,12,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
PDE1,l,r,65,130,65,65,156,156,0,120,36,120,36,0,0,0,0,1,1,0,0,0,0,3,26,52,26,26,51,51,0,42,9,42,9,0,0,0
PDE2,l,r,112,224,112,112,156,156,0,120,36,120,36,0,0,0,0,1,1,0,0,0,0,3,40,80,40,40,51,51,0,42,9,42,9,0,0,0
PENALTY1,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,148032.5654,0,1,1,0,0,0,0,4   10   50  100  500,4   10   50  100  500,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,885.06264           148032.56535       1842534162.96675       114480553328.346       1746550347167040
PENALTY2,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,162.6527766,0,1,1,0,0,0,0,4   10   50  100  200  500,4   10   50  100  200  500,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,2.340008805463024      162.6527765659671      100969.4394040554      1688477.691493624      47116302540491.07    5.3807137323472e+39
PENLT1NE,n,r,10,0,0,0,11,10,1,0,11,0,10,0,1,0,1,1,1,0,1,0,1,4   10   20   50  100  500,4   10   20   50  100  500,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,5   11   21   51  101  501,4   10   20   50  100  500,1  1  1  1  1  1,0  0  0  0  0  0,5   11   21   51  101  501,0  0  0  0  0  0,4   10   20   50  100  500,0  0  0  0  0  0,1  1  1  1  1  1,0  0  0  0  0  0
PENLT2NE,n,r,10,0,0,0,20,1,19,0,20,0,1,0,19,0,1,1,1,0,1,0,1,4   10   50  100  200  500,4   10   50  100  200  500,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,8    20   100   200   400  1000,1  1  1  1  1  1,7   19   99  199  399  999,0  0  0  0  0  0,8    20   100   200   400  1000,0  0  0  0  0  0,1  1  1  1  1  1,0  0  0  0  0  0,7   19   99  199  399  999,0  0  0  0  0  0
PENTAGON,l,r,6,0,0,0,15,15,0,15,0,15,0,0,0,0.00391137,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PENTDI,b,r,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,50  100  500,50  100  500,50  100  500,50  100  500,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0
PFIT1LS,b,r,3,1,1,0,0,0,0,0,0,0,0,0,0,946.5679009,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PFIT2LS,b,r,3,1,1,0,0,0,0,0,0,0,0,0,0,9421.432098,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PFIT3LS,b,r,3,1,1,0,0,0,0,0,0,0,0,0,0,39734.07955,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PFIT4LS,b,r,3,1,1,0,0,0,0,0,0,0,0,0,0,113934.4281,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
POLAK1,n,r,3,0,0,0,2,0,2,2,0,0,0,2,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
POLAK2,n,r,11,0,0,0,2,0,2,2,0,0,0,2,0,0.1,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
POLAK3,n,r,12,0,0,0,10,0,10,10,0,0,0,10,0,1,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
POLAK4,n,r,3,0,0,0,3,0,3,3,0,0,0,3,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
POLAK5,n,r,3,0,0,0,2,0,2,2,0,0,0,2,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
POLAK6,n,r,5,0,0,0,4,0,4,4,0,0,0,4,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
POROUS1,n,r,25,32,16,16,9,0,9,0,9,0,0,0,9,0,1,1,1,0,1,0,1,32  64  72,1024  4096  5184,248  504  568,124  252  284,124  252  284,900  3844  4900,0  0  0,900  3844  4900,0  0  0,900  3844  4900,0  0  0,0  0  0,0  0  0,900  3844  4900,0  0  0
POROUS2,n,r,25,32,16,16,9,0,9,0,9,0,0,0,9,0,1,1,1,0,1,0,1,32  64  72,1024  4096  5184,248  504  568,124  252  284,124  252  284,900  3844  4900,0  0  0,900  3844  4900,0  0  0,900  3844  4900,0  0  0,0  0  0,0  0  0,900  3844  4900,0  0  0
PORTFL1,l,r,12,24,12,12,1,1,0,0,1,0,1,0,0,0.025441809,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PORTFL2,l,r,12,24,12,12,1,1,0,0,1,0,1,0,0,0.034469948,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PORTFL3,l,r,12,24,12,12,1,1,0,0,1,0,1,0,0,0.039305994,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PORTFL4,l,r,12,24,12,12,1,1,0,0,1,0,1,0,0,0.030976489,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PORTFL6,l,r,12,24,12,12,1,1,0,0,1,0,1,0,0,0.030479616,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PORTSNQP,l,r,10,10,10,0,2,2,0,0,2,0,2,0,0,4.4,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
POWELLBC,b,r,24,48,24,24,0,0,0,0,0,0,0,0,0,277.9341335,0,1,1,0,0,0,0,2    5   10  100,4   10   20  200,8   20   40  400,4   10   20  200,4   10   20  200,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,1.10940039      23.9077817      170.216618      54980.7164
POWELLBS,n,r,2,0,0,0,2,0,2,0,2,0,0,0,2,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
POWELLBSLS,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,1.135261717,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
POWELLSG,u,r,12,0,0,0,0,0,0,0,0,0,0,0,0,645,0,1,1,0,0,0,0,4    8   16   20   36   40   60   80  100  500,4    8   16   20   36   40   60   80  100  500,0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0  0  0,215    430    860   1075   1935   2150   3225   4300   5375  26875
POWELLSQ,n,r,2,0,0,0,2,0,2,0,2,0,0,0,2,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
POWELLSQLS,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,217.3621228,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
POWER,u,r,5,0,0,0,0,0,0,0,0,0,0,0,0,225,0,1,1,0,0,0,0,10   20   30   50   75  100  500,10   20   30   50   75  100  500,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,0  0  0  0  0  0  0,3025        44100       216225      1625625      8122500     25502500  15687562500
POWERSUM,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,2851304708,0,1,1,0,0,0,0,4  10  20,4  10  20,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,2647.999999999995      2851304707.999986  1.351990259623627e+19
POWERSUMB,b,r,10,20,10,10,0,0,0,0,0,0,0,0,0,2851304708,0,1,1,0,0,0,0,4  10  20,4  10  20,8  20  40,4  10  20,4  10  20,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,2647.999999999995      2851304707.999986  1.351990259623627e+19
POWERSUMNE,n,r,10,0,0,0,10,0,10,0,10,0,0,0,10,0,1,1,1,0,1,0,1,4  10  20,4  10  20,0  0  0,0  0  0,0  0  0,4  10  20,0  0  0,4  10  20,0  0  0,4  10  20,0  0  0,0  0  0,0  0  0,4  10  20,0  0  0
PRICE3B,b,r,2,4,2,2,0,0,0,0,0,0,0,0,0,17984,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PRICE3NE,n,r,2,0,0,0,2,0,2,0,2,0,0,0,2,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
PRICE4B,b,r,2,4,2,2,0,0,0,0,0,0,0,0,0,13421,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PRICE4NE,n,r,2,0,0,0,2,0,2,0,2,0,0,0,2,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
PRODPL0,n,r,60,60,60,0,29,25,4,9,20,5,20,4,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
PRODPL1,n,r,60,60,60,0,29,25,4,9,20,5,20,4,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
PSPDOC,b,r,4,1,0,1,0,0,0,0,0,0,0,0,0,6.32455532,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
PT,l,r,2,0,0,0,501,501,0,501,0,501,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
QC,l,r,9,18,9,9,4,4,0,4,0,4,0,0,0,-809.8452564,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
QCNEW,l,r,9,18,9,9,3,3,0,3,0,3,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
QING,u,r,5,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,1,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,328350
QINGB,b,r,5,10,5,5,0,0,0,0,0,0,0,0,0,30,0,1,1,0,0,0,0,5  100,5  100,10  200,5  100,5  100,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,30  328350
QINGNE,n,r,5,0,0,0,5,0,5,0,5,0,0,0,5,0,1,1,1,0,1,0,1,100,100,0,0,0,100,0,100,0,100,0,0,0,100,0
QPBAND,l,r,100,200,100,100,50,50,0,50,0,50,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
QPCBLEND,l,r,83,83,83,0,74,74,0,31,43,31,43,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
QPNBLEND,l,r,83,83,83,0,74,74,0,31,43,31,43,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
QR3D,n,r,40,5,5,0,40,0,40,0,40,0,0,0,40,0,1,1,1,0,1,0,1,5  10  20,40  155  610,5  10  20,5  10  20,0  0  0,40  155  610,0  0  0,40  155  610,0  0  0,40  155  610,0  0  0,0  0  0,0  0  0,40  155  610,0  0  0
QR3DLS,b,r,40,5,5,0,0,0,0,0,0,0,0,0,0,1.2,0,1,1,0,0,0,0,5  10  20,40  155  610,5  10  20,5  10  20,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,1.2        2.85       6.175
QRTQUAD,b,r,101,24,12,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12  120,101  120,24  240,12  120,12  120,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0
QUARTC,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,8773,0,1,1,0,0,0,0,25  100  500,25  100  500,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,1431245     1854273730  6156790168650
QUDLIN,b,r,10,20,10,10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12  120,12  120,24  240,12  120,12  120,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0,0  0
RAT42,n,r,3,0,0,0,9,0,9,0,9,0,0,0,9,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
RAT42LS,u,r,3,0,0,0,0,0,0,0,0,0,0,0,0,19915.85273,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
RAT43,n,r,4,0,0,0,15,0,15,0,15,0,0,0,15,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
RAT43LS,u,r,4,0,0,0,0,0,0,0,0,0,0,0,0,3066308.192,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
RAYBENDL,b,r,10,8,4,4,0,0,0,0,0,0,0,0,0,98.57405247,0,1,1,0,0,0,0,4  11  21  32  64,10   24   44   66  130,8  8  8  8  8,4  4  4  4  4,4  4  4  4  4,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,98.5741      98.0988      98.0459      98.0344       98.028
RDW2D51F,n,r,50,82,41,41,9,0,9,0,9,0,0,0,9,0.00656467,0,1,1,0,1,0,1,2   4   8  16  32  64,18    50   162   578  2178  8450,34    82   226   706  2434  8962,17    41   113   353  1217  4481,17    41   113   353  1217  4481,1     9    49   225   961  3969,0  0  0  0  0  0,1     9    49   225   961  3969,0  0  0  0  0  0,1     9    49   225   961  3969,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,1     9    49   225   961  3969,0.013889   0.0065647   0.0053577   0.0050875   0.0050217   0.0050054
RDW2D51U,n,r,50,64,32,32,9,0,9,0,9,0,0,0,9,0.00656467,0,1,1,0,1,0,1,2   4   8  16  32  64,18    50   162   578  2178  8450,32    64   128   256   512  1024,16   32   64  128  256  512,16   32   64  128  256  512,1     9    49   225   961  3969,0  0  0  0  0  0,1     9    49   225   961  3969,0  0  0  0  0  0,1     9    49   225   961  3969,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,1     9    49   225   961  3969,0.013889   0.0065647   0.0053577   0.0050875   0.0050217   0.0050054
RDW2D52B,n,r,50,91,41,50,9,0,9,0,9,0,0,0,9,0.0144213,0,1,1,0,1,0,1,2   4   8  16  32  64,18    50   162   578  2178  8450,35     91    275    931   3395  12931,17    41   113   353  1217  4481,18    50   162   578  2178  8450,1     9    49   225   961  3969,0  0  0  0  0  0,1     9    49   225   961  3969,0  0  0  0  0  0,1     9    49   225   961  3969,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,1     9    49   225   961  3969,0.055556    0.014421   0.0094069    0.011329    0.012021    0.012208
RDW2D52F,n,r,50,82,41,41,9,0,9,0,9,0,0,0,9,0.0144213,0,1,1,0,1,0,1,2   4   8  16  32  64,18    50   162   578  2178  8450,34    82   226   706  2434  8962,17    41   113   353  1217  4481,17    41   113   353  1217  4481,1     9    49   225   961  3969,0  0  0  0  0  0,1     9    49   225   961  3969,0  0  0  0  0  0,1     9    49   225   961  3969,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,1     9    49   225   961  3969,0.055556    0.014421   0.0094069    0.011329    0.012021    0.012208
RDW2D52U,n,r,50,64,32,32,9,0,9,0,9,0,0,0,9,0.0144213,0,1,1,0,1,0,1,2   4   8  16  32  64,18    50   162   578  2178  8450,32    64   128   256   512  1024,16   32   64  128  256  512,16   32   64  128  256  512,1     9    49   225   961  3969,0  0  0  0  0  0,1     9    49   225   961  3969,0  0  0  0  0  0,1     9    49   225   961  3969,0  0  0  0  0  0,0  0  0  0  0  0,0  0  0  0  0  0,1     9    49   225   961  3969,0.055556    0.014421   0.0094069    0.011329    0.012021    0.012208
READING1,n,r,22,44,22,22,10,0,10,0,10,0,0,0,10,0,0,1,1,0,1,0,1,2   50  100  500,6   102   202  1002,12   204   404  2004,6   102   202  1002,6   102   202  1002,2   50  100  500,0  0  0  0,2   50  100  500,0  0  0  0,2   50  100  500,0  0  0  0,0  0  0  0,0  0  0  0,2   50  100  500,0  0  0  0
READING2,l,r,33,46,23,23,20,20,0,0,20,0,20,0,0,0,0,1,1,0,0,0,0,2   50  100  500,9   153   303  1503,14   206   406  2006,7   103   203  1003,7   103   203  1003,4   100   200  1000,4   100   200  1000,0  0  0  0,0  0  0  0,4   100   200  1000,0  0  0  0,4   100   200  1000,0  0  0  0,0  0  0  0,0  0  0  0
READING3,n,r,12,24,12,12,6,1,5,0,6,0,1,0,5,0,0,1,1,0,1,0,1,2    5   50  100  500,6    12   102   202  1002,12    24   204   404  2004,6    12   102   202  1002,6    12   102   202  1002,3    6   51  101  501,1  1  1  1  1,2    5   50  100  500,0  0  0  0  0,3    6   51  101  501,0  0  0  0  0,1  1  1  1  1,0  0  0  0  0,2    5   50  100  500,0  0  0  0  0
READING4,n,r,3,6,3,3,2,0,2,2,0,0,0,2,0,0,0,1,1,1,0,1,0,2   50  100  500,3   51  101  501,6   102   202  1002,3   51  101  501,3   51  101  501,2   50  100  500,0  0  0  0,2   50  100  500,2   50  100  500,0  0  0  0,0  0  0  0,0  0  0  0,2   50  100  500,0  0  0  0,0  0  0  0
READING5,n,r,6,12,6,6,5,0,5,0,5,0,0,0,5,0,0,1,1,0,1,0,1,2   50  100  500,3   51  101  501,6   102   202  1002,3   51  101  501,3   51  101  501,2   50  100  500,0  0  0  0,2   50  100  500,0  0  0  0,2   50  100  500,0  0  0  0,0  0  0  0,0  0  0  0,2   50  100  500,0  0  0  0
